/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10000_b2353.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10025_b2361.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10050_b2364.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10075_b2372.png,GJ01RP2552
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10075_b2376.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f100_b14.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10100_b2381.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10125_b2385.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10150_b2391.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10150_b2396.png,GJ23CC2231
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10175_b2400.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10200_b2406.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10225_b2412.png,GJ23CC2231
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10250_b2415.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f1025_b239.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f1025_b243.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10275_b2425.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10300_b2426.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10350_b2433.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10375_b2438.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10375_b2441.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10425_b2449.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10425_b2454.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10450_b2456.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10450_b2462.png,?
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10475_b2472.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10500_b2478.png,?
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f1050_b250.png,?
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10525_b2483.png,?
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10525_b2484.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10550_b2488.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10550_b2493.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10575_b2495.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10600_b2503.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10600_b2505.png,?
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10625_b2514.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10625_b2519.png,GJ23BM6133
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10650_b2526.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10675_b2532.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10700_b2536.png,?
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10700_b2538.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10725_b2542.png,GJ23CE1306
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10750_b2553.png,GJ23BK6197
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f1075_b252.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f1075_b255.png,GJ23CE2049
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10775_b2556.png,GJ23BK6197
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10800_b2561.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10825_b2569.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10850_b2572.png,GJ23CH2802
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10850_b2575.png,SKIP
/Users/shahavi604/Desktop/training_crops_selected/67_MOTA_BAZAR/f10875_b2584.png,?
